
########################################################################################
# ebrains: 4 jobs
########################################################################################
[1/4] ebrains__104638-Wheel-HeadFixed__Wheel-HeadFixed     overlap  7/13  p=0.0000 SEQ | INDEP  3/5  p=0.0012 SEQ [28s]
[98/436] 001701__sub-Curie-sub-Curie-ses-Curie-DY11-g1-behavi error ValueError: min() iterable argument is e [0s]
[99/436] 001701__sub-Curie-sub-Curie-ses-Curie-DY12-g1-behavi error ValueError: min() iterable argument is e [2s]
[100/436] 001701__sub-Curie-sub-Curie-ses-Curie-DY12-g1-behavi error ValueError: min() iterable argument is e [0s]
[101/436] 001701__sub-Curie-sub-Curie-ses-Curie-DY13-g1-behavi error ValueError: min() iterable argument is e [2s]
[102/436] 001701__sub-Curie-sub-Curie-ses-Curie-DY13-g1-behavi error ValueError: min() iterable argument is e [0s]
[103/436] 001701__sub-Curie-sub-Curie-ses-Curie-DY14-g1-behavi error ValueError: min() iterable argument is e [2s]
[104/436] 001701__sub-Curie-sub-Curie-ses-Curie-DY14-g1-behavi error ValueError: min() iterable argument is e [1s]
[105/436] 001701__sub-Curie-sub-Curie-ses-Curie-DY15-g1-behavi error ValueError: min() iterable argument is e [2s]
[106/436] 001701__sub-Curie-sub-Curie-ses-Curie-DY15-g1-behavi error ValueError: min() iterable argument is e [1s]
[107/436] 001701__sub-Curie-sub-Curie-ses-Curie-DY16-g1-behavi error ValueError: min() iterable argument is e [2s]
[108/436] 001701__sub-Curie-sub-Curie-ses-Curie-DY16-g1-behavi error ValueError: min() iterable argument is e [0s]
[109/436] 001701__sub-Curie-sub-Curie-ses-Curie-DY17-g1-behavi error ValueError: min() iterable argument is e [2s]
[110/436] 001701__sub-Curie-sub-Curie-ses-Curie-DY17-g1-behavi error ValueError: min() iterable argument is e [0s]
[111/436] 001701__sub-Curie-sub-Curie-ses-Curie-DY18-g1-behavi error ValueError: min() iterable argument is e [2s]
[112/436] 001701__sub-Curie-sub-Curie-ses-Curie-DY18-g1-behavi error ValueError: min() iterable argument is e [0s]
[113/436] 001701__sub-Curie-sub-Curie-ses-Curie-DY19-g1-behavi error ValueError: min() iterable argument is e [2s]
[114/436] 001701__sub-Curie-sub-Curie-ses-Curie-DY19-g1-behavi error ValueError: min() iterable argument is e [1s]
[115/436] 001701__sub-Curie-sub-Curie-ses-Curie-DY20-g1-behavi error ValueError: min() iterable argument is e [2s]
[116/436] 001701__sub-Curie-sub-Curie-ses-Curie-DY20-g1-behavi error ValueError: min() iterable argument is e [0s]
[117/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY01- error ValueError: min() iterable argument is e [9s]
[118/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY01- error ValueError: min() iterable argument is e [1s]
[119/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY02- error ValueError: min() iterable argument is e [4s]
[120/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY02- error ValueError: min() iterable argument is e [0s]
[121/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY03- error ValueError: min() iterable argument is e [3s]
[122/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY03- error ValueError: min() iterable argument is e [1s]
[123/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY04- error ValueError: min() iterable argument is e [3s]
[124/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY04- error ValueError: min() iterable argument is e [0s]
[125/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY05- error ValueError: min() iterable argument is e [3s]
[126/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY05- error ValueError: min() iterable argument is e [0s]
[127/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY06- error ValueError: min() iterable argument is e [2s]
[128/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY06- error ValueError: min() iterable argument is e [0s]
[129/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY07- error ValueError: min() iterable argument is e [2s]
[130/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY07- error ValueError: min() iterable argument is e [0s]
[131/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY08- error ValueError: min() iterable argument is e [3s]
[132/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY08- error ValueError: min() iterable argument is e [1s]
[133/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY09- error ValueError: min() iterable argument is e [3s]
[134/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY09- error ValueError: min() iterable argument is e [0s]
[135/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY10- error ValueError: min() iterable argument is e [2s]
[136/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY10- error ValueError: min() iterable argument is e [0s]
[137/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY11- error ValueError: min() iterable argument is e [3s]
[138/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY11- error ValueError: min() iterable argument is e [1s]
[139/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY12- error ValueError: min() iterable argument is e [5s]
[140/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY12- error ValueError: min() iterable argument is e [0s]
[141/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY13- error ValueError: min() iterable argument is e [2s]
[142/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY13- error ValueError: min() iterable argument is e [1s]
[143/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY14- error ValueError: min() iterable argument is e [2s]
[144/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY14- error ValueError: min() iterable argument is e [0s]
[145/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY15- error ValueError: min() iterable argument is e [2s]
[146/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY15- error ValueError: min() iterable argument is e [0s]
[147/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY16- error ValueError: min() iterable argument is e [2s]
[148/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY16- error ValueError: min() iterable argument is e [0s]
[149/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY17- error ValueError: min() iterable argument is e [5s]
[150/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY17- error ValueError: min() iterable argument is e [1s]
[151/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY18- error ValueError: min() iterable argument is e [6s]
[152/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY18- error ValueError: min() iterable argument is e [1s]
[153/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY19- error ValueError: min() iterable argument is e [2s]
[154/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY19- error ValueError: min() iterable argument is e [1s]
[155/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY20- error ValueError: min() iterable argument is e [2s]
[156/436] 001701__sub-Franklin-sub-Franklin-ses-Franklin-DY20- error ValueError: min() iterable argument is e [1s]
[157/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY01-g0-beh error ValueError: min() iterable argument is e [4s]
[158/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY01-g0-beh error ValueError: min() iterable argument is e [1s]
[159/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY02-g0-beh error ValueError: min() iterable argument is e [3s]
[160/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY02-g0-beh error ValueError: min() iterable argument is e [1s]
[161/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY03-g0-beh error ValueError: min() iterable argument is e [4s]
[162/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY03-g0-beh error ValueError: min() iterable argument is e [1s]
[163/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY04-g0-beh error ValueError: min() iterable argument is e [3s]
[164/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY04-g0-beh error ValueError: min() iterable argument is e [1s]
[165/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY05-g0-beh error ValueError: min() iterable argument is e [4s]
[166/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY05-g0-beh error ValueError: min() iterable argument is e [1s]
[167/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY06-g0-beh error ValueError: min() iterable argument is e [3s]
[168/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY06-g0-beh error ValueError: min() iterable argument is e [1s]
[169/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY07-g0-beh error ValueError: min() iterable argument is e [3s]
[170/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY07-g0-beh error ValueError: min() iterable argument is e [1s]
[171/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY08-g0-beh overlap  0/9   p=1.0000 no  | INDEP  0/3  p=1.0000 no  [8s]
[172/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY08-g0-beh overlap  0/9   p=1.0000 no  | INDEP  0/3  p=1.0000 no  [2s]
[173/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY09-g0-beh overlap  0/8   p=1.0000 no  | INDEP  0/3  p=1.0000 no  [7s]
[174/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY09-g0-beh overlap  0/8   p=1.0000 no  | INDEP  0/3  p=1.0000 no  [2s]
[175/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY10-g0-beh overlap  0/10  p=1.0000 no  | INDEP  0/4  p=1.0000 no  [10s]
[176/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY10-g0-beh overlap  0/10  p=1.0000 no  | INDEP  0/4  p=1.0000 no  [2s]
[177/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY11-g0-beh overlap  0/8   p=1.0000 no  | INDEP  0/3  p=1.0000 no  [8s]
[178/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY11-g0-beh overlap  0/8   p=1.0000 no  | INDEP  0/3  p=1.0000 no  [2s]
[179/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY12-g0-beh overlap  0/8   p=1.0000 no  | INDEP  0/3  p=1.0000 no  [7s]
[180/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY12-g0-beh overlap  0/8   p=1.0000 no  | INDEP  0/3  p=1.0000 no  [2s]
[181/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY13-g0-beh overlap  0/10  p=1.0000 no  | INDEP  0/4  p=1.0000 no  [10s]
[182/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY13-g0-beh overlap  0/10  p=1.0000 no  | INDEP  0/4  p=1.0000 no  [2s]
[183/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY14-g0-beh overlap  0/13  p=1.0000 no  | INDEP  0/5  p=1.0000 no  [9s]
[184/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY14-g0-beh overlap  0/13  p=1.0000 no  | INDEP  0/5  p=1.0000 no  [2s]
[185/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY15-g0-beh overlap  0/10  p=1.0000 no  | INDEP  0/4  p=1.0000 no  [9s]
[186/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY15-g0-beh overlap  0/10  p=1.0000 no  | INDEP  0/4  p=1.0000 no  [2s]
[187/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY16-g0-beh overlap  0/11  p=1.0000 no  | INDEP  0/4  p=1.0000 no  [10s]
[188/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY16-g0-beh overlap  0/11  p=1.0000 no  | INDEP  0/4  p=1.0000 no  [2s]
[189/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY17-g0-beh overlap  0/9   p=1.0000 no  | INDEP  0/3  p=1.0000 no  [8s]
[190/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY17-g0-beh overlap  0/9   p=1.0000 no  | INDEP  0/3  p=1.0000 no  [2s]
[191/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY18-g0-beh overlap  0/7   p=1.0000 no  | INDEP  0/3  p=1.0000 no  [6s]
[192/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY18-g0-beh overlap  0/7   p=1.0000 no  | INDEP  0/3  p=1.0000 no  [1s]
[193/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY19-g0-beh overlap  0/8   p=1.0000 no  | INDEP  0/3  p=1.0000 no  [7s]
[194/436] 001701__sub-Lamarr-sub-Lamarr-ses-Lamarr-DY19-g0-beh overlap  0/8   p=1.0000 no  | INDEP  0/3  p=1.0000 no  [2s]
[195/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY01- error ValueError: min() iterable argument is e [3s]
[196/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY01- error ValueError: min() iterable argument is e [1s]
[197/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY02- error ValueError: min() iterable argument is e [3s]
[198/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY02- error ValueError: min() iterable argument is e [1s]
[199/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY03- error ValueError: min() iterable argument is e [3s]
[200/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY03- error ValueError: min() iterable argument is e [1s]
[201/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY04- error ValueError: min() iterable argument is e [2s]
[202/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY04- error ValueError: min() iterable argument is e [1s]
[203/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY05- error ValueError: min() iterable argument is e [3s]
[204/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY05- error ValueError: min() iterable argument is e [1s]
[205/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY06- error ValueError: min() iterable argument is e [2s]
[206/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY06- error ValueError: min() iterable argument is e [1s]
[207/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY07- error ValueError: min() iterable argument is e [2s]
[208/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY07- error ValueError: min() iterable argument is e [1s]
[209/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY08- error ValueError: min() iterable argument is e [3s]
[210/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY08- error ValueError: min() iterable argument is e [1s]
[211/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY09- error ValueError: min() iterable argument is e [3s]
[212/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY09- error ValueError: min() iterable argument is e [1s]
[213/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY10- error ValueError: min() iterable argument is e [3s]
[214/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY10- error ValueError: min() iterable argument is e [1s]
[215/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY11- error ValueError: min() iterable argument is e [2s]
[216/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY11- error ValueError: min() iterable argument is e [1s]
[217/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY12- error ValueError: min() iterable argument is e [2s]
[218/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY12- error ValueError: min() iterable argument is e [1s]
[219/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY13- error ValueError: min() iterable argument is e [3s]
[220/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY13- error ValueError: min() iterable argument is e [1s]
[221/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY14- error ValueError: min() iterable argument is e [3s]
[222/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY14- error ValueError: min() iterable argument is e [1s]
[223/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY15- error ValueError: min() iterable argument is e [3s]
[224/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY15- error ValueError: min() iterable argument is e [1s]
[225/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY16- error ValueError: min() iterable argument is e [3s]
[226/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY16- error ValueError: min() iterable argument is e [1s]
[227/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY17- error ValueError: min() iterable argument is e [2s]
[228/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY17- error ValueError: min() iterable argument is e [1s]
[229/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY18- error ValueError: min() iterable argument is e [3s]
[230/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY18- error ValueError: min() iterable argument is e [1s]
[231/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY19- error ValueError: min() iterable argument is e [2s]
[232/436] 001701__sub-Lovelace-sub-Lovelace-ses-Lovelace-DY19- error ValueError: min() iterable argument is e [1s]
[233/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY01-g1- error ValueError: min() iterable argument is e [3s]
[234/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY01-g1- error ValueError: min() iterable argument is e [0s]
[235/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY02-g1- error ValueError: min() iterable argument is e [2s]
[236/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY02-g1- error ValueError: min() iterable argument is e [1s]
[237/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY03-g1- error ValueError: min() iterable argument is e [2s]
[238/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY03-g1- error ValueError: min() iterable argument is e [1s]
[239/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY04-g1- error ValueError: min() iterable argument is e [2s]
[240/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY04-g1- error ValueError: min() iterable argument is e [0s]
[241/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY05-g1- error ValueError: min() iterable argument is e [2s]
[242/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY05-g1- error ValueError: min() iterable argument is e [0s]
[243/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY06-g1- error ValueError: min() iterable argument is e [2s]
[244/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY06-g1- error ValueError: min() iterable argument is e [1s]
[245/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY07-g1- error ValueError: min() iterable argument is e [2s]
[246/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY07-g1- error ValueError: min() iterable argument is e [0s]
[247/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY08-g1- error ValueError: min() iterable argument is e [2s]
[248/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY08-g1- error ValueError: min() iterable argument is e [0s]
[249/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY09-g1- error ValueError: min() iterable argument is e [2s]
[250/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY09-g1- error ValueError: min() iterable argument is e [0s]
[251/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY10-g1- error ValueError: min() iterable argument is e [2s]
[252/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY10-g1- error ValueError: min() iterable argument is e [1s]
[253/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY11-g1- error ValueError: min() iterable argument is e [2s]
[254/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY11-g1- error ValueError: min() iterable argument is e [1s]
[255/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY12-g1- error ValueError: min() iterable argument is e [2s]
[256/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY12-g1- error ValueError: min() iterable argument is e [0s]
[257/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY13-g1- error ValueError: min() iterable argument is e [2s]
[258/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY13-g1- error ValueError: min() iterable argument is e [1s]
[259/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY14-g1- error ValueError: min() iterable argument is e [2s]
[260/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY14-g1- error ValueError: min() iterable argument is e [1s]
[261/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY15-g1- error ValueError: min() iterable argument is e [2s]
[262/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY15-g1- error ValueError: min() iterable argument is e [1s]
[263/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY16-g1- error ValueError: min() iterable argument is e [5s]
[264/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY16-g1- error ValueError: min() iterable argument is e [0s]
[265/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY17-g1- error ValueError: min() iterable argument is e [2s]
[266/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY17-g1- error ValueError: min() iterable argument is e [1s]
[267/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY18-g1- error ValueError: min() iterable argument is e [2s]
[268/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY18-g1- error ValueError: min() iterable argument is e [1s]
[269/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY19-g1- error ValueError: min() iterable argument is e [2s]
[270/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY19-g1- error ValueError: min() iterable argument is e [1s]
[271/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY20-g1- error ValueError: min() iterable argument is e [2s]
[272/436] 001701__sub-Noether-sub-Noether-ses-Noether-DY20-g1- error ValueError: min() iterable argument is e [0s]
[273/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY01-g0-behavi error ValueError: min() iterable argument is e [2s]
[274/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY01-g0-behavi error ValueError: min() iterable argument is e [1s]
[275/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY02-g0-behavi error ValueError: min() iterable argument is e [2s]
[276/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY02-g0-behavi error ValueError: min() iterable argument is e [1s]
[277/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY03-g0-behavi error ValueError: min() iterable argument is e [2s]
[278/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY03-g0-behavi error ValueError: min() iterable argument is e [1s]
[279/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY04-g0-behavi error ValueError: min() iterable argument is e [2s]
[280/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY04-g0-behavi error ValueError: min() iterable argument is e [1s]
[281/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY05-g0-behavi error ValueError: min() iterable argument is e [2s]
[282/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY05-g0-behavi error ValueError: min() iterable argument is e [1s]
[283/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY06-g0-behavi error ValueError: min() iterable argument is e [2s]
[284/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY06-g0-behavi error ValueError: min() iterable argument is e [1s]
[285/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY07-g0-behavi error ValueError: min() iterable argument is e [2s]
[286/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY07-g0-behavi error ValueError: min() iterable argument is e [1s]
[287/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY08-g0-behavi error ValueError: min() iterable argument is e [2s]
[288/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY08-g0-behavi error ValueError: min() iterable argument is e [1s]
[289/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY09-g0-behavi error ValueError: min() iterable argument is e [2s]
[290/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY09-g0-behavi error ValueError: min() iterable argument is e [1s]
[291/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY10-g0-behavi error ValueError: min() iterable argument is e [2s]
[292/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY10-g0-behavi error ValueError: min() iterable argument is e [1s]
[293/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY11-g0-behavi error ValueError: min() iterable argument is e [2s]
[294/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY11-g0-behavi error ValueError: min() iterable argument is e [1s]
[295/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY13-g0-behavi error ValueError: min() iterable argument is e [2s]
[296/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY13-g0-behavi error ValueError: min() iterable argument is e [1s]
[297/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY14-g0-behavi error ValueError: min() iterable argument is e [2s]
[298/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY14-g0-behavi error ValueError: min() iterable argument is e [1s]
[299/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY15-g0-behavi error ValueError: min() iterable argument is e [2s]
[300/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY15-g0-behavi error ValueError: min() iterable argument is e [1s]
[301/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY16-g0-behavi error ValueError: min() iterable argument is e [2s]
[302/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY16-g0-behavi error ValueError: min() iterable argument is e [1s]
[303/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY17-g0-behavi error ValueError: min() iterable argument is e [2s]
[304/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY17-g0-behavi error ValueError: min() iterable argument is e [1s]
[305/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY18-g0-behavi error ValueError: min() iterable argument is e [2s]
[306/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY18-g0-behavi error ValueError: min() iterable argument is e [1s]
[307/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY19-g0-behavi error ValueError: min() iterable argument is e [2s]
[308/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY19-g0-behavi error ValueError: min() iterable argument is e [1s]
[309/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY20-g0-behavi error ValueError: min() iterable argument is e [2s]
[310/436] 001701__sub-Payne-sub-Payne-ses-Payne-DY20-g0-behavi error ValueError: min() iterable argument is e [1s]
[311/436] 001701__sub-StickPin-sub-StickPin-ses-StickPin-DY01- overlap  0/10  p=1.0000 no  | INDEP  0/4  p=1.0000 no  [6s]
[312/436] 001701__sub-StickPin-sub-StickPin-ses-StickPin-DY01- overlap  0/10  p=1.0000 no  | INDEP  0/4  p=1.0000 no  [1s]
[313/436] 001701__sub-StickPin-sub-StickPin-ses-StickPin-DY02- overlap  0/10  p=1.0000 no  | INDEP  0/4  p=1.0000 no  [3s]
[314/436] 001701__sub-StickPin-sub-StickPin-ses-StickPin-DY02- overlap  0/10  p=1.0000 no  | INDEP  0/4  p=1.0000 no  [1s]
[315/436] 001701__sub-StickPin-sub-StickPin-ses-StickPin-DY03- overlap  1/10  p=0.4013 no  | INDEP  1/4  p=0.1855 no  [3s]
[316/436] 001701__sub-StickPin-sub-StickPin-ses-StickPin-DY03- overlap  2/10  p=0.0861 no  | INDEP  1/4  p=0.1855 no  [1s]
[317/436] 001701__sub-StickPin-sub-StickPin-ses-StickPin-DY04- overlap  1/10  p=0.4013 no  | INDEP  1/4  p=0.1855 no  [3s]
[318/436] 001701__sub-StickPin-sub-StickPin-ses-StickPin-DY04- overlap  0/10  p=1.0000 no  | INDEP  0/4  p=1.0000 no  [1s]
